time,open,high,low,close,volume
2024-04-23T09:15:00+05:30,22447.05,22447.55,22393.1,22419.35,0
2024-04-23T09:20:00+05:30,22414.75,22431.25,22395.65,22399.55,0
2024-04-23T09:25:00+05:30,22397.85,22410.9,22389.25,22399.1,0
2024-04-23T09:30:00+05:30,22400.1,22408.95,22390.05,22390.1,0
2024-04-23T09:35:00+05:30,22388.2,22398.65,22383,22396.2,0
2024-04-23T09:40:00+05:30,22395.4,22406.1,22392.3,22398.65,0
2024-04-23T09:45:00+05:30,22399.5,22400.15,22368.8,22382.45,0
2024-04-23T09:50:00+05:30,22383.7,22396.45,22377.6,22382.9,0
2024-04-23T09:55:00+05:30,22384.5,22398.85,22380.75,22392.25,0
2024-04-23T10:00:00+05:30,22391.65,22409.25,22390.95,22404.8,0
2024-04-23T10:05:00+05:30,22404.1,22414.7,22399.5,22411,0
2024-04-23T10:10:00+05:30,22411.55,22418.85,22404.65,22417.65,0
2024-04-23T10:15:00+05:30,22417.15,22419.4,22406.8,22409.5,0
2024-04-23T10:20:00+05:30,22408.65,22415.5,22407.9,22412.8,0
2024-04-23T10:25:00+05:30,22412.9,22417.55,22395.05,22400.7,0
2024-04-23T10:30:00+05:30,22400.25,22406.3,22395.05,22399.75,0
2024-04-23T10:35:00+05:30,22400.25,22401.05,22395.4,22397.45,0
2024-04-23T10:40:00+05:30,22397.25,22399.5,22376.2,22376.4,0
2024-04-23T10:45:00+05:30,22376.1,22382.8,22357.8,22360.5,0
2024-04-23T10:50:00+05:30,22361.75,22375.85,22356.5,22369.5,0
2024-04-23T10:55:00+05:30,22370.4,22385.35,22368.85,22381.6,0
2024-04-23T11:00:00+05:30,22381.15,22382.95,22362.85,22364.2,0
2024-04-23T11:05:00+05:30,22363.4,22378.1,22363.15,22375.35,0
2024-04-23T11:10:00+05:30,22375.85,22385.75,22369.15,22381.4,0
2024-04-23T11:15:00+05:30,22381.85,22395.55,22378.7,22391.45,0
2024-04-23T11:20:00+05:30,22392.4,22401.4,22384.8,22399.55,0
2024-04-23T11:25:00+05:30,22398.2,22402.05,22391.4,22399.75,0
2024-04-23T11:30:00+05:30,22398.6,22403.15,22392.35,22393.35,0
2024-04-23T11:35:00+05:30,22392.55,22395.55,22387.5,22393.25,0
2024-04-23T11:40:00+05:30,22392.25,22395.35,22383.15,22390.5,0
2024-04-23T11:45:00+05:30,22388.65,22393.3,22383.45,22388.15,0
2024-04-23T11:50:00+05:30,22386.55,22395.8,22385.45,22395.6,0
2024-04-23T11:55:00+05:30,22395.2,22402.9,22394.35,22402.9,0
2024-04-23T12:00:00+05:30,22401.75,22414.8,22401.5,22405.75,0
2024-04-23T12:05:00+05:30,22405.95,22415.45,22403.2,22415.45,0
2024-04-23T12:10:00+05:30,22414.7,22423.25,22410.95,22420.8,0
2024-04-23T12:15:00+05:30,22420.6,22423.6,22414.55,22416.05,0
2024-04-23T12:20:00+05:30,22415.75,22422.55,22412.75,22416.5,0
2024-04-23T12:25:00+05:30,22415.5,22417.5,22407.25,22410.6,0
2024-04-23T12:30:00+05:30,22408.5,22415.3,22406.7,22412.55,0
2024-04-23T12:35:00+05:30,22411.8,22415.3,22406.15,22412.9,0
2024-04-23T12:40:00+05:30,22412.7,22415.25,22400.35,22403.15,0
2024-04-23T12:45:00+05:30,22402.15,22403.55,22393.1,22402.05,0
2024-04-23T12:50:00+05:30,22401.7,22411.8,22396.85,22409.65,0
